date,BZ
2013/8/1,1237
2013/8/2,1240
2013/8/5,1237
2013/8/6,1232
2013/8/7,1228
2013/8/8,1228
2013/8/9,1228
2013/8/12,1239
2013/8/13,1250
2013/8/14,1262
2013/8/15,1275
2013/8/16,1268
2013/8/19,1268
2013/8/20,1253
2013/8/21,1259
2013/8/22,1256
2013/8/23,1273
2013/8/26,1277
2013/8/27,1270
2013/8/28,1279
2013/8/29,1273
2013/8/30,1268
2013/9/2,1268
2013/9/3,1279
2013/9/4,1298
2013/9/5,1308
2013/9/6,1311
2013/9/9,1323
2013/9/10,1309
2013/9/11,1307
2013/9/12,1309
2013/9/13,1311
2013/9/16,1302
2013/9/17,1297
2013/9/18,1292
2013/9/19,1297
2013/9/20,1296
2013/9/23,1299
2013/9/24,1294
2013/9/25,1292
2013/9/26,1280
2013/9/27,1280
2013/9/30,1264
2013/10/1,1276
2013/10/2,1276
2013/10/3,1270
2013/10/4,1273
2013/10/7,1271
2013/10/8,1265
2013/10/9,1285
2013/10/10,1284
2013/10/11,1280
2013/10/14,1268
2013/10/15,1268
2013/10/16,1254
2013/10/17,1249
2013/10/18,1240
2013/10/21,1236
2013/10/22,1213
2013/10/23,1230
2013/10/24,1228
2013/10/25,1255
2013/10/28,1250
2013/10/29,1250
2013/10/30,1246
2013/10/31,1240
2013/11/1,1227
2013/11/4,1231
2013/11/5,1233
2013/11/6,1230
2013/11/7,1231
2013/11/8,1218
2013/11/11,1230
2013/11/12,1230
2013/11/13,1242
2013/11/14,1248
2013/11/15,1254
2013/11/18,1258
2013/11/19,1253
2013/11/20,1276
2013/11/21,1275
2013/11/22,1299
2013/11/25,1286
2013/11/26,1290
2013/11/27,1306
2013/11/28,1329
2013/11/29,1329
2013/12/2,1327
2013/12/3,1334
2013/12/4,1325
2013/12/5,1338
2013/12/6,1340
2013/12/9,1321
2013/12/10,1306
2013/12/11,1305
2013/12/12,1321
2013/12/13,1332
2013/12/16,1332
2013/12/17,1325
2013/12/18,1355
2013/12/19,1356
2013/12/20,1346
2013/12/23,1328
2013/12/24,1333
2013/12/25,1333
2013/12/26,1333
2013/12/27,1348
2013/12/30,1355
2013/12/31,1353
2014/1/1,1353
2014/1/2,1341
2014/1/3,1341
2014/1/6,1342
2014/1/7,1342
2014/1/8,1342
2014/1/9,1331
2014/1/10,1333
2014/1/13,1352
2014/1/14,1357
2014/1/15,1369
2014/1/16,1367
2014/1/17,1364
2014/1/20,1359
2014/1/21,1346
2014/1/22,1331
2014/1/23,1337
2014/1/24,1348
2014/1/27,1327
2014/1/28,1325
2014/1/29,1329
2014/1/30,1313
2014/1/31,1313
2014/2/3,1310
2014/2/4,1326
2014/2/5,1318
2014/2/6,1328
2014/2/7,1334
2014/2/10,1343
2014/2/11,1340
2014/2/12,1312
2014/2/13,1310
2014/2/14,1309
2014/2/17,1292
2014/2/18,1282
2014/2/19,1284
2014/2/20,1284
2014/2/21,1298
2014/2/24,1286
2014/2/25,1284
2014/2/26,1269
2014/2/27,1268
2014/2/28,1273
2014/3/3,1264
2014/3/4,1246
2014/3/5,1255
2014/3/6,1259
2014/3/7,1268
2014/3/10,1256
2014/3/11,1254
2014/3/12,1249
2014/3/13,1243
2014/3/14,1222
2014/3/17,1221
2014/3/18,1228
2014/3/19,1234
2014/3/20,1233
2014/3/21,1245
2014/3/24,1251
2014/3/25,1262
2014/3/26,1252
2014/3/27,1247
2014/3/28,1249
2014/3/31,1252
2014/4/1,1263
2014/4/2,1266
2014/4/3,1266
2014/4/4,1271
2014/4/7,1285
2014/4/8,1283
2014/4/9,1306
2014/4/10,1290
2014/4/11,1296
2014/4/14,1295
2014/4/15,1296
2014/4/16,1271
2014/4/17,1279
2014/4/18,1279
2014/4/21,1278
2014/4/22,1273
2014/4/23,1253
2014/4/24,1246
2014/4/25,1259
2014/4/28,1258
2014/4/29,1255
2014/4/30,1247
2014/5/1,1247
2014/5/2,1249
2014/5/5,1249
2014/5/6,1246
2014/5/7,1248
2014/5/8,1253
2014/5/9,1258
2014/5/12,1258
2014/5/13,1258
2014/5/14,1262
2014/5/15,1255
2014/5/16,1247
2014/5/19,1252
2014/5/20,1257
2014/5/21,1255
2014/5/22,1259
2014/5/23,1265
2014/5/26,1270
2014/5/27,1280
2014/5/28,1283
2014/5/29,1283
2014/5/30,1283
2014/6/2,1276
2014/6/3,1282
2014/6/4,1297
2014/6/5,1305
2014/6/6,1301
2014/6/9,1299
2014/6/10,1312
2014/6/11,1304
2014/6/12,1307
2014/6/13,1341
2014/6/16,1334
2014/6/17,1335
2014/6/18,1329
2014/6/19,1348
2014/6/20,1373
2014/6/23,1414
2014/6/24,1404
2014/6/25,1425
2014/6/26,1424
2014/6/27,1420
2014/6/30,1409
2014/7/1,1391
2014/7/2,1382
2014/7/3,1371
2014/7/4,1368
2014/7/7,1364
2014/7/8,1377
2014/7/9,1377
2014/7/10,1384
2014/7/11,1376
2014/7/14,1366
2014/7/15,1365
2014/7/16,1335
2014/7/17,1349
2014/7/18,1369
2014/7/21,1364
2014/7/22,1360
2014/7/23,1403
2014/7/24,1385
2014/7/25,1373
2014/7/28,1373
2014/7/29,1369
2014/7/30,1361
2014/7/31,1359
2014/8/1,1339
2014/8/4,1318
2014/8/5,1285
2014/8/6,1298
2014/8/7,1310
2014/8/8,1337
2014/8/11,1350
2014/8/12,1346
2014/8/13,1344
2014/8/14,1357
2014/8/15,1348
2014/8/18,1327
2014/8/19,1315
2014/8/20,1322
2014/8/21,1326
2014/8/22,1319
2014/8/25,1309
2014/8/26,1308
2014/8/27,1287
2014/8/28,1283
2014/8/29,1269
2014/9/1,1279
2014/9/2,1273
2014/9/3,1266
2014/9/4,1247
2014/9/5,1228
2014/9/8,1231
2014/9/9,1217
2014/9/10,1210
2014/9/11,1199
2014/9/12,1200
2014/9/15,1202
2014/9/16,1200
2014/9/17,1205
2014/9/18,1220
2014/9/19,1213
2014/9/22,1193
2014/9/23,1179
2014/9/24,1186
2014/9/25,1206
2014/9/26,1196
2014/9/29,1191
2014/9/30,1191
2014/10/1,1190
2014/10/2,1180
2014/10/3,1172
2014/10/6,1172
2014/10/7,1194
2014/10/8,1199
2014/10/9,1187
2014/10/10,1157
2014/10/13,1131
2014/10/14,1104
2014/10/15,1075
2014/10/16,1076
2014/10/17,1108
2014/10/20,1122
2014/10/21,1125
2014/10/22,1125
2014/10/23,1126
2014/10/24,1129
2014/10/27,1107
2014/10/28,1084
2014/10/29,1102
2014/10/30,1094
2014/10/31,1078
2014/11/3,1067
2014/11/4,1049
2014/11/5,1036
2014/11/6,1043
2014/11/7,1046
2014/11/10,1048
2014/11/11,1043
2014/11/12,1005
2014/11/13,985
2014/11/14,938
2014/11/17,949
2014/11/18,944
2014/11/19,961
2014/11/20,990
2014/11/21,994
2014/11/24,1003
2014/11/25,986
2014/11/26,981
2014/11/27,972
2014/11/28,913
2014/12/1,857
2014/12/2,878
2014/12/3,879
2014/12/4,882
2014/12/5,877
2014/12/8,858
2014/12/9,788
2014/12/10,775
2014/12/11,684
2014/12/12,684
2014/12/15,669
2014/12/16,661
2014/12/17,620
2014/12/18,648
2014/12/19,633
2014/12/22,657
2014/12/23,658
2014/12/24,664
2014/12/25,664
2014/12/26,664
2014/12/29,683
2014/12/30,675
2014/12/31,663
2015/1/1,663
2015/1/2,674
2015/1/5,660
2015/1/6,630
2015/1/7,572
2015/1/8,587
2015/1/9,585
2015/1/12,580
2015/1/13,544
2015/1/14,549
2015/1/15,579
2015/1/16,570
2015/1/19,591
2015/1/20,591
2015/1/21,609
2015/1/22,642
2015/1/23,684
2015/1/26,645
2015/1/27,632
2015/1/28,625
2015/1/29,621
2015/1/30,597
2015/2/2,618
2015/2/3,666
2015/2/4,670
2015/2/5,631
2015/2/6,658
2015/2/9,663
2015/2/10,664
2015/2/11,649
2015/2/12,646
2015/2/13,659
2015/2/16,663
2015/2/17,659
2015/2/18,659
2015/2/19,659
2015/2/20,659
2015/2/23,645
2015/2/24,639
2015/2/25,635
2015/2/26,668
2015/2/27,691
2015/3/2,718
2015/3/3,736
2015/3/4,755
2015/3/5,756
2015/3/6,785
2015/3/9,775
2015/3/10,753
2015/3/11,737
2015/3/12,742
2015/3/13,766
2015/3/16,733
2015/3/17,708
2015/3/18,691
2015/3/19,714
2015/3/20,718
2015/3/23,753
2015/3/24,773
2015/3/25,762
2015/3/26,789
2015/3/27,773
2015/3/30,752
2015/3/31,750
2015/4/1,756
2015/4/2,766
2015/4/3,766
2015/4/6,775
2015/4/7,808
2015/4/8,792
2015/4/9,785
2015/4/10,791
2015/4/13,816
2015/4/14,816
2015/4/15,834
2015/4/16,864
2015/4/17,855
2015/4/20,868
2015/4/21,871
2015/4/22,861
2015/4/23,856
2015/4/24,871
2015/4/27,863
2015/4/28,851
2015/4/29,840
2015/4/30,827
2015/5/1,827
2015/5/4,841
2015/5/5,850
2015/5/6,858
2015/5/7,857
2015/5/8,840
2015/5/11,840
2015/5/12,836
2015/5/13,812
2015/5/14,794
2015/5/15,751
2015/5/18,752
2015/5/19,735
2015/5/20,712
2015/5/21,733
2015/5/22,735
2015/5/25,721
2015/5/26,727
2015/5/27,727
2015/5/28,741
2015/5/29,772
2015/6/1,772
2015/6/2,782
2015/6/3,777
2015/6/4,770
2015/6/5,763
2015/6/8,769
2015/6/9,780
2015/6/10,807
2015/6/11,829
2015/6/12,832
2015/6/15,828
2015/6/16,825
2015/6/17,818
2015/6/18,820
2015/6/19,817
2015/6/22,819
2015/6/23,840
2015/6/24,851
2015/6/25,845
2015/6/26,830
2015/6/29,791
2015/6/30,771
2015/7/1,793
2015/7/2,782
2015/7/3,794
2015/7/6,762
2015/7/7,738
2015/7/8,730
2015/7/9,756
2015/7/10,782
2015/7/13,768
2015/7/14,752
2015/7/15,762
2015/7/16,765
2015/7/17,765
2015/7/20,792
2015/7/21,790
2015/7/22,807
2015/7/23,799
2015/7/24,795
2015/7/27,774
2015/7/28,760
2015/7/29,761
2015/7/30,771
2015/7/31,770
2015/8/3,737
2015/8/4,705
2015/8/5,732
2015/8/6,719
2015/8/7,719
2015/8/10,719
2015/8/11,711
2015/8/12,681
2015/8/13,680
2015/8/14,655
2015/8/17,652
2015/8/18,623
2015/8/19,611
2015/8/20,586
2015/8/21,577
2015/8/24,533
2015/8/25,543
2015/8/26,542
2015/8/27,561
2015/8/28,566
2015/8/31,570
2015/9/1,613
2015/9/2,579
2015/9/3,577
2015/9/4,574
2015/9/7,566
2015/9/8,580
2015/9/9,592
2015/9/10,585
2015/9/11,585
2015/9/14,581
2015/9/15,571
2015/9/16,574
2015/9/17,585
2015/9/18,572
2015/9/21,573
2015/9/22,592
2015/9/23,585
2015/9/24,585
2015/9/25,587
2015/9/28,578
2015/9/29,570
2015/9/30,565
2015/10/1,567
2015/10/2,573
2015/10/5,573
2015/10/6,577
2015/10/7,605
2015/10/8,590
2015/10/9,607
2015/10/12,612
2015/10/13,610
2015/10/14,610
2015/10/15,597
2015/10/16,613
2015/10/19,620
2015/10/20,605
2015/10/21,599
2015/10/22,601
2015/10/23,605
2015/10/26,607
2015/10/27,601
2015/10/28,588
2015/10/29,601
2015/10/30,602
2015/11/2,609
2015/11/3,631
2015/11/4,631
2015/11/5,632
2015/11/6,626
2015/11/9,635
2015/11/10,635
2015/11/11,643
2015/11/12,639
2015/11/13,623
2015/11/16,617
2015/11/17,620
2015/11/18,630
2015/11/19,639
2015/11/20,645
2015/11/23,633
2015/11/24,616
2015/11/25,628
2015/11/26,620
2015/11/27,611
2015/11/30,619
2015/12/1,624
2015/12/2,626
2015/12/3,618
2015/12/4,627
2015/12/7,616
2015/12/8,604
2015/12/9,607
2015/12/10,606
2015/12/11,607
2015/12/14,590
2015/12/15,566
2015/12/16,577
2015/12/17,571
2015/12/18,557
2015/12/21,555
2015/12/22,566
2015/12/23,578
2015/12/24,578
2015/12/25,578
2015/12/28,580
2015/12/29,582
2015/12/30,590
2015/12/31,596
2016/1/1,596
2016/1/4,595
2016/1/5,590
2016/1/6,588
2016/1/7,565
2016/1/8,574
2016/1/11,554
2016/1/12,539
2016/1/13,537
2016/1/14,570
2016/1/15,563
2016/1/18,562
2016/1/19,573
2016/1/20,579
2016/1/21,528
2016/1/22,542
2016/1/25,552
2016/1/26,530
2016/1/27,531
2016/1/28,542
2016/1/29,549
2016/2/1,538
2016/2/2,542
2016/2/3,542
2016/2/4,550
2016/2/5,550
2016/2/8,550
2016/2/9,549
2016/2/10,523
2016/2/11,528
2016/2/12,527
2016/2/15,541
2016/2/16,552
2016/2/17,540
2016/2/18,553
2016/2/22,549
2016/2/23,551
2016/2/24,551
2016/2/25,551
2016/2/26,556
2016/2/29,562
2016/3/1,580
2016/3/2,600
2016/3/3,619
2016/3/4,622
2016/3/7,651
2016/3/8,673
2016/3/9,655
2016/3/10,644
2016/3/14,637
2016/3/15,631
2016/3/16,608
2016/3/17,614
2016/3/18,634
2016/3/21,617
2016/3/22,623
2016/3/23,634
2016/3/24,623
2016/3/25,623
2016/3/26,642
2016/3/29,634
2016/3/30,632
2016/3/31,630
2016/4/1,632
2016/4/4,624
2016/4/5,623
2016/4/6,630
2016/4/7,631
2016/4/8,639
2016/4/11,630
2016/4/12,630
2016/4/13,650
2016/4/14,641
2016/4/15,642
2016/4/18,643
2016/4/19,644
2016/4/20,645
2016/4/21,646
2016/4/22,647
2016/4/25,648
2016/4/26,649
2016/4/27,657
2016/4/28,657
2016/4/29,662
2016/5/2,662
2016/5/3,658
2016/5/4,654
2016/5/5,658
2016/5/6,652
2016/5/9,653
2016/5/10,647
2016/5/11,645
2016/5/12,648
2016/5/13,645
2016/5/16,631
2016/5/17,630
2016/5/18,633
2016/5/19,630
2016/5/20,630
2016/5/23,628
2016/5/24,614
2016/5/25,610
2016/5/26,613
2016/5/27,599
2016/5/30,602
2016/5/31,606
2016/6/1,599
2016/6/2,593
2016/6/3,601
2016/6/6,605
2016/6/7,610
2016/6/8,621
2016/6/9,626
2016/6/10,619
2016/6/13,607
2016/6/14,597
2016/6/15,587
2016/6/16,597
2016/6/17,602
2016/6/20,620
2016/6/21,621
2016/6/22,623
2016/6/23,615
2016/6/24,607
2016/6/27,612
2016/6/28,621
2016/6/29,631
2016/6/30,632
2016/7/1,633
2016/7/4,638
2016/7/5,636
2016/7/6,636
2016/7/7,658
2016/7/8,642
2016/7/11,635
2016/7/12,637
2016/7/13,641
2016/7/14,638
2016/7/15,636
2016/7/18,635
2016/7/19,635
2016/7/20,633
2016/7/21,649
2016/7/22,634
2016/7/25,632
2016/7/26,630
2016/7/27,626
2016/7/28,621
2016/7/29,608
2016/8/1,609
2016/8/2,595
2016/8/3,600
2016/8/4,614
2016/8/5,620
2016/8/8,629
2016/8/10,640
2016/8/11,646
2016/8/12,662
2016/8/15,662
2016/8/16,671
2016/8/17,665
2016/8/18,671
2016/8/19,685
2016/8/22,670
2016/8/23,663
2016/8/24,649
2016/8/25,652
2016/8/26,665
2016/8/29,660
2016/8/30,657
2016/8/31,663
2016/9/1,660
2016/9/2,653
2016/9/5,658
2016/9/6,649
2016/9/7,654
2016/9/8,663
2016/9/9,658
2016/9/12,658
2016/9/13,644
2016/9/14,630
2016/9/15,627
2016/9/16,629
2016/9/19,632
2016/9/20,629
2016/9/21,627
2016/9/22,630
2016/9/23,629
2016/9/26,625
2016/9/27,623
2016/9/28,611
2016/9/29,618
2016/9/30,618
2016/10/3,613
2016/10/4,614
2016/10/5,624
2016/10/6,627
2016/10/7,638
2016/10/10,631
2016/10/11,634
2016/10/12,636
2016/10/13,632
2016/10/14,635
2016/10/17,633
2016/10/18,631
2016/10/19,633
2016/10/20,639
2016/10/21,640
2016/10/24,646
2016/10/25,650
2016/10/26,652
2016/10/27,647
2016/10/28,647
2016/10/31,641
2016/11/1,640
2016/11/2,650
2016/11/3,663
2016/11/4,663
2016/11/7,655
2016/11/8,669
2016/11/9,665
2016/11/10,680
2016/11/11,690
2016/11/14,684
2016/11/15,683
2016/11/16,687
2016/11/17,691
2016/11/18,699
2016/11/21,708
2016/11/22,719
2016/11/23,722
2016/11/24,736
2016/11/25,731
2016/11/28,726
2016/11/29,735
2016/11/30,738
2016/12/1,764
2016/12/2,787
2016/12/5,806
2016/12/6,816
2016/12/7,848
2016/12/8,910
2016/12/9,895
2016/12/12,889
2016/12/13,861
2016/12/14,862
2016/12/15,851
2016/12/16,813
2016/12/19,802
2016/12/20,775
2016/12/21,801
2016/12/22,823
2016/12/23,829
2016/12/26,829
2016/12/27,818
2016/12/28,833
2016/12/29,834
2016/12/30,838
2017/1/3,824
2017/1/4,828
2017/1/5,860
2017/1/6,887
2017/1/9,901
2017/1/10,926
2017/1/11,924
2017/1/12,926
2017/1/13,919
2017/1/16,916
2017/1/17,931
2017/1/18,980
2017/1/19,989
2017/1/20,978
2017/1/23,992
2017/1/24,1010
2017/1/25,1023
2017/1/26,1002
2017/1/27,965
2017/1/30,965
2017/1/31,969
2017/2/1,992
2017/2/2,999
2017/2/3,1041
2017/2/6,1054
2017/2/7,1051
2017/2/8,1050
2017/2/9,1026
2017/2/10,1036
2017/2/13,1053
2017/2/14,1051
2017/2/15,1043
2017/2/16,1024
2017/2/17,1006
2017/2/20,997
2017/2/21,969
2017/2/22,949
2017/2/23,927
2017/2/24,971
2017/2/27,959
2017/2/28,931
2017/3/1,915
2017/3/2,920
2017/3/3,910
2017/3/6,939
2017/3/7,931
2017/3/8,889
2017/3/9,862
2017/3/10,822
2017/3/13,813
2017/3/14,813
2017/3/15,805
2017/3/16,802
2017/3/17,810
2017/3/20,806
2017/3/21,783
2017/3/22,744
2017/3/23,715
2017/3/24,729
2017/3/27,770
2017/3/28,780
2017/3/29,804
2017/3/30,803
2017/3/31,810
2017/4/3,811
2017/4/4,827
2017/4/5,865
2017/4/6,850
2017/4/7,847
2017/4/10,853
2017/4/11,860
2017/4/12,849
2017/4/13,822
2017/4/14,822
2017/4/17,793
2017/4/18,760
2017/4/19,785
2017/4/20,782
2017/4/21,802
2017/4/24,784
2017/4/25,782
2017/4/26,763
2017/4/27,764
2017/4/28,763
2017/5/1,763
2017/5/2,763
2017/5/3,761
2017/5/4,752
2017/5/5,719
2017/5/8,730
2017/5/9,706
2017/5/10,706
2017/5/11,720
2017/5/12,720
2017/5/15,747
2017/5/16,762
2017/5/17,759
2017/5/18,759
2017/5/19,789
2017/5/22,800
2017/5/23,764
2017/5/24,770
2017/5/25,765
2017/5/26,751
2017/5/29,765
2017/5/30,764
2017/5/31,754
2017/6/1,748
2017/6/2,737
2017/6/5,749
2017/6/6,746
2017/6/7,746
2017/6/8,740
2017/6/9,743
2017/6/12,766
2017/6/13,773
2017/6/14,778
2017/6/15,763
2017/6/16,750
2017/6/19,753
2017/6/20,750
2017/6/21,733
2017/6/22,726
2017/6/23,735
2017/6/26,735
2017/6/27,734
2017/6/28,731
2017/6/29,751
2017/6/30,735
2017/7/3,739
2017/7/4,737
2017/7/5,736
2017/7/6,725
2017/7/7,715
2017/7/10,714
2017/7/11,713
2017/7/12,724
2017/7/13,724
2017/7/14,723
2017/7/17,720
2017/7/18,721
2017/7/19,722
2017/7/20,727
2017/7/21,729
2017/7/24,728
2017/7/25,728
2017/7/26,732
2017/7/27,730
2017/7/28,729
2017/7/31,733
2017/8/1,731
2017/8/2,727
2017/8/3,739
2017/8/4,746
2017/8/7,746
2017/8/8,755
2017/8/9,755
2017/8/10,760
2017/8/11,757
2017/8/14,755
2017/8/15,754
2017/8/16,753
2017/8/17,756
2017/8/18,761
2017/8/21,766
2017/8/22,770
2017/8/23,768
2017/8/24,772
2017/8/25,796
2017/8/28,817
2017/8/29,818
2017/8/30,794
2017/8/31,805
2017/9/1,805
2017/9/4,830
2017/9/5,824
2017/9/6,810
2017/9/7,804
2017/9/8,801
2017/9/11,794
2017/9/12,783
2017/9/13,778
2017/9/14,774
2017/9/15,777
2017/9/18,777
2017/9/19,777
2017/9/20,804
2017/9/21,796
2017/9/22,787
2017/9/25,786
2017/9/26,793
2017/9/27,795
2017/9/28,780
2017/9/29,767
2017/10/9,769
2017/10/10,763
2017/10/11,762
2017/10/12,773
2017/10/13,780
2017/10/16,790
2017/10/17,784
2017/10/18,784
2017/10/19,787
2017/10/20,789
2017/10/23,804
2017/10/24,801
2017/10/25,798
2017/10/26,794
2017/10/27,791
2017/10/30,795
2017/10/31,794
2017/11/1,812
2017/11/2,811
2017/11/3,815
2017/11/6,828
2017/11/7,856
2017/11/8,872
2017/11/9,836
2017/11/10,835
2017/11/13,836
2017/11/14,859
2017/11/15,834
2017/11/16,834
2017/11/17,836
2017/11/20,850
2017/11/21,847
2017/11/22,864
2017/11/23,864
2017/11/24,877
2017/11/27,880
2017/11/28,894
2017/11/29,880
2017/11/30,870
2017/12/1,873
2017/12/4,875
2017/12/5,885
2017/12/6,908
2017/12/7,910
2017/12/8,902
2017/12/11,899
2017/12/12,899
2017/12/13,909
2017/12/14,902
2017/12/15,904
2017/12/18,903
2017/12/19,883
2017/12/20,875
2017/12/21,868
2017/12/22,849
2017/12/25,849
2017/12/26,856
2017/12/27,865
2017/12/28,878
2017/12/29,876
2018/1/2,886
2018/1/3,876
2018/1/4,886
2018/1/5,886
2018/1/8,877
2018/1/9,878
2018/1/10,881
2018/1/11,890
2018/1/12,900
2018/1/15,905
2018/1/16,909
2018/1/17,915
2018/1/18,944
2018/1/19,951
2018/1/22,949
2018/1/23,944
2018/1/24,943
2018/1/25,952
2018/1/26,954
2018/1/29,947
2018/1/30,931
2018/1/31,924
2018/2/1,929
2018/2/2,940
2018/2/5,925
2018/2/6,903
2018/2/7,899
2018/2/8,897
2018/2/9,870
2018/2/12,875
2018/2/13,872
2018/2/14,873
2018/2/22,908
2018/2/23,909
2018/2/26,911
2018/2/27,906
2018/2/28,898
2018/3/1,888
2018/3/2,876
2018/3/5,877
2018/3/6,888
2018/3/7,875
2018/3/8,858
2018/3/9,859
2018/3/12,875
2018/3/13,864
2018/3/14,862
2018/3/15,843
2018/3/16,835
2018/3/19,858
2018/3/20,850
2018/3/21,841
2018/3/22,852
2018/3/23,836
2018/3/26,832
2018/3/27,830
2018/3/28,827
2018/3/29,826
2018/3/30,826
2018/4/2,841
2018/4/3,837
2018/4/4,834
2018/4/8,833
2018/4/9,825
2018/4/10,829
2018/4/11,831
2018/4/12,836
2018/4/13,840
2018/4/16,839
2018/4/17,838
2018/4/18,838
2018/4/19,841
2018/4/20,837
2018/4/23,839
2018/4/24,845
2018/4/25,845
2018/4/26,846
2018/4/27,842
2018/5/2,837
2018/5/3,837
2018/5/4,841
2018/5/7,857
2018/5/8,853
2018/5/9,858
2018/5/10,874
2018/5/11,868
2018/5/14,870
2018/5/15,878
2018/5/16,875
2018/5/17,877
2018/5/18,876
2018/5/21,871
2018/5/22,874
2018/5/23,865
2018/5/24,860
2018/5/25,845
2018/5/28,837
2018/5/29,837
2018/5/30,837
2018/5/31,856
2018/6/1,866
2018/6/4,862
2018/6/5,850
2018/6/6,851
2018/6/7,847
2018/6/8,843
2018/6/11,841
2018/6/12,842
2018/6/13,839
2018/6/14,835
2018/6/15,813
2018/6/19,807
2018/6/20,808
2018/6/21,801
2018/6/22,800
2018/6/25,811
2018/6/26,808
2018/6/27,815
2018/6/28,818
2018/6/29,814
2018/7/2,819
2018/7/3,821
2018/7/4,829
2018/7/5,832
2018/7/6,832
2018/7/9,832
2018/7/10,835
2018/7/11,835
2018/7/12,831
2018/7/13,831
2018/7/16,834
2018/7/17,825
2018/7/18,823
2018/7/19,828
2018/7/20,839
2018/7/23,839
2018/7/24,837
2018/7/25,839
2018/7/26,844
2018/7/27,858
2018/7/30,866
2018/7/31,877
2018/8/1,874
2018/8/2,870
2018/8/3,876
2018/8/6,877
2018/8/7,868
2018/8/8,874
2018/8/9,874
2018/8/10,875
2018/8/13,883
2018/8/14,895
2018/8/15,892
2018/8/16,885
2018/8/17,881
2018/8/20,877
2018/8/21,877
2018/8/22,877
2018/8/23,881
2018/8/24,887
2018/8/27,884
2018/8/28,883
2018/8/29,881
2018/8/30,882
2018/8/31,888
2018/9/3,875
2018/9/4,870
2018/9/5,869
2018/9/6,868
2018/9/7,854
2018/9/10,844
2018/9/11,839
2018/9/12,846
2018/9/13,849
2018/9/14,847
2018/9/17,843
2018/9/18,843
2018/9/19,841
2018/9/20,843
2018/9/21,838
2018/9/25,849
2018/9/26,854
2018/9/27,858.33
2018/9/28,857
2018/10/8,847.33
2018/10/9,847.33
2018/10/10,846.67
2018/10/11,834.67
2018/10/12,829.67
2018/10/15,828.57
2018/10/16,818.33
2018/10/17,820.33
2018/10/18,814.67
2018/10/19,804.67
2018/10/22,807.67
2018/10/23,801.67
2018/10/24,774.67
2018/10/25,764
2018/10/26,765.67
2018/10/29,760.67
2018/10/30,753.67
2018/10/31,754.67
2018/11/1,740
2018/11/2,723
2018/11/5,716
2018/11/6,716
2018/11/7,691.33
2018/11/8,695.33
2018/11/9,689.33
2018/11/12,688.33
2018/11/13,683.33
2018/11/14,654.33
2018/11/15,662.67
2018/11/16,678.33
2018/11/19,680
2018/11/20,678
2018/11/21,663.67
2018/11/22,665.67
2018/11/23,654.67
2018/11/26,639.67
2018/11/27,645.33
2018/11/28,661.33
2018/11/29,641.33
2018/11/30,634
2018/12/3,641
2018/12/4,644
2018/12/5,642.67
2018/12/6,636.33
2018/12/7,616
2018/12/10,616
2018/12/11,595.67
2018/12/12,596.67
2018/12/13,599.33
2018/12/14,600.67
2018/12/17,599.83
2018/12/18,582.67
2018/12/19,554.67
2018/12/20,557.67
2018/12/21,544
2018/12/24,544
2018/12/25,544
2018/12/26,504
2018/12/27,515
2018/12/28,511
2019/1/2,517
2019/1/3,520.67
2019/1/4,540
2019/1/7,545
2019/1/8,545.33
2019/1/9,551.33
2019/1/10,561.33
2019/1/11,566
2019/1/14,560.5
2019/1/15,556
2019/1/16,567
,
